Milliseconds,Pressure,Temperature,NH3,CO,NO2
500393,101795.00,32.90,112,61,61
500716,101799.00,32.90,112,61,61
501040,101797.00,32.90,112,60,61
501363,101793.00,32.90,112,61,61
501687,101796.00,32.90,112,61,61
502009,101794.00,32.90,112,60,61
502333,101791.00,32.90,112,61,60
502657,101792.00,32.90,112,61,61
502980,101793.00,32.90,112,60,61
503304,101793.00,32.90,112,61,61
503627,101795.00,33.00,112,61,61
503950,101798.00,33.00,112,61,61
504273,101797.00,32.90,112,61,61
504597,101796.00,32.90,112,61,61
504923,101792.00,32.90,112,60,61
505246,101798.00,33.00,112,61,61
505570,101798.00,33.00,112,61,61
505893,101793.00,32.90,112,61,61
506217,101795.00,33.00,112,61,61
506540,101797.00,33.00,112,61,61
506869,101799.00,33.00,113,61,61
507194,101791.00,33.00,113,61,61
507516,101793.00,33.00,113,61,61
507840,101795.00,33.00,113,61,61
508164,101792.00,33.00,113,61,60
508487,101791.00,33.00,113,60,61
508810,101792.00,33.00,113,61,61
509133,101789.00,33.00,113,61,61
509457,101792.00,33.00,113,61,61
509784,101793.00,33.00,113,61,61
510106,101793.00,33.00,113,61,61
510430,101791.00,33.00,113,61,61
510753,101795.00,33.00,113,61,61
511077,101795.00,33.00,113,61,61
511400,101794.00,33.00,113,61,61
511724,101796.00,33.00,113,61,61
512047,101793.00,33.00,113,61,61
512370,101794.00,33.00,113,61,61
512694,101794.00,33.00,113,61,61
513017,101796.00,33.00,113,61,61
513340,101792.00,33.00,113,61,61
513664,101795.00,33.00,113,61,61
513987,101794.00,33.00,113,61,61
514311,101792.00,33.00,113,61,61
514636,101796.00,33.00,113,61,61
514960,101792.00,33.00,113,61,61
515282,101794.00,33.00,113,61,61
515606,101794.00,33.00,113,61,61
515929,101794.00,33.00,114,61,61
516252,101795.00,33.00,114,61,61
516582,101795.00,33.00,114,61,61
516905,101796.00,33.00,114,61,61
517229,101799.00,33.00,114,61,61
517552,101799.00,33.00,114,61,61
517875,101798.00,33.00,114,61,61
518198,101799.00,33.00,114,61,61
518521,101800.00,33.00,114,61,61
518845,101798.00,33.00,114,61,61
519168,101797.00,33.00,114,61,61
519494,101798.00,33.00,114,61,61
519817,101802.00,33.00,114,61,61
520140,101804.00,33.00,114,61,61
520464,101799.00,33.00,114,61,61
520786,101803.00,33.00,114,61,61
521110,101801.00,33.00,114,61,61
521434,101799.00,33.00,114,61,61
521756,101801.00,33.00,114,61,61
522080,101797.00,33.00,114,61,61
522402,101802.00,33.00,114,61,61
522726,101800.00,33.00,114,61,61
523049,101797.00,33.00,114,61,61
523372,101799.00,33.00,114,61,61
523696,101798.00,33.00,114,61,61
524019,101795.00,33.00,114,61,61
524345,101797.00,33.00,114,61,61
524668,101791.00,33.00,114,61,61
524991,101791.00,33.00,114,61,61
525315,101792.00,33.00,114,61,61
525638,101795.00,33.00,114,61,61
525962,101796.00,33.00,114,61,61
526289,101797.00,33.00,114,61,61
526615,101793.00,33.00,114,61,61
526939,101792.00,33.00,114,61,61
527261,101791.00,33.00,114,61,61
527585,101790.00,33.00,114,61,61
527908,101793.00,33.00,114,61,61
528232,101791.00,33.00,114,61,61
528555,101787.00,33.00,114,61,61
528878,101786.00,33.00,114,61,61
529205,101789.00,33.00,114,61,61
529527,101789.00,33.00,114,61,61
529851,101790.00,33.00,114,61,61
530174,101793.00,33.00,114,61,61
530498,101788.00,33.00,114,61,61
530822,101787.00,33.00,113,61,61
531144,101788.00,33.00,113,61,61
531468,101790.00,33.00,113,61,61
531791,101789.00,33.00,113,61,61
532115,101786.00,33.00,113,61,61
532438,101787.00,33.00,113,61,61
532761,101785.00,33.00,113,61,61
533085,101792.00,33.10,113,61,61
533408,101792.00,33.10,113,61,61
533731,101791.00,33.10,112,61,61
534057,101785.00,33.00,112,61,61
534381,101790.00,33.10,112,61,61
534704,101795.00,33.10,112,61,61
535027,101799.00,33.10,112,61,61
535351,101798.00,33.10,112,61,61
535674,101797.00,33.10,112,61,61
536002,101795.00,33.10,113,61,61
536328,101796.00,33.10,113,61,61
536651,101796.00,33.10,113,61,61
536974,101800.00,33.10,113,61,61
537297,101799.00,33.10,113,61,61
537621,101801.00,33.10,113,61,61
537944,101798.00,33.10,113,61,61
538267,101796.00,33.10,113,61,61
538591,101797.00,33.10,113,61,61
538917,101799.00,33.10,113,61,61
539240,101797.00,33.10,113,61,61
539564,101803.00,33.10,113,61,61
539887,101802.00,33.10,113,61,61
540211,101798.00,33.10,113,61,61
540533,101799.00,33.10,113,61,61
540857,101802.00,33.10,113,61,61
541180,101799.00,33.10,112,61,61
541504,101804.00,33.10,112,61,61
541827,101800.00,33.10,112,61,61
542150,101797.00,33.10,112,61,61
542474,101798.00,33.10,112,61,61
542797,101798.00,33.10,112,61,61
543120,101796.00,33.10,112,61,61
543443,101796.00,33.10,112,61,61
543770,101791.00,33.10,112,61,61
544094,101798.00,33.10,112,61,61
544417,101797.00,33.10,112,61,61
544740,101798.00,33.10,112,61,61
545063,101799.00,33.10,112,61,61
545387,101796.00,33.10,113,61,61
545715,101792.00,33.10,113,61,61
546040,101799.00,33.10,113,61,61
546364,101798.00,33.10,113,61,61
546688,101799.00,33.10,113,61,61
547010,101798.00,33.10,113,61,61
547334,101797.00,33.10,113,61,61
547657,101800.00,33.10,113,61,61
547981,101796.00,33.10,113,61,61
548304,101798.00,33.10,113,61,61
548630,101800.00,33.10,113,61,61
548954,101799.00,33.10,113,61,61
549277,101799.00,33.10,113,61,61
549600,101797.00,33.10,113,61,61
549923,101797.00,33.10,112,61,61
550247,101801.00,33.10,112,61,61
550571,101799.00,33.10,112,61,61
550893,101797.00,33.10,112,61,61
551217,101797.00,33.10,112,61,61
551540,101800.00,33.10,112,61,61
551864,101803.00,33.20,112,61,61
552187,101800.00,33.20,112,61,61
552510,101799.00,33.10,112,61,61
552834,101797.00,33.20,112,61,61
553157,101795.00,33.20,112,61,61
553483,101800.00,33.20,112,61,61
553806,101800.00,33.20,112,61,61
554129,101797.00,33.20,112,61,61
554452,101802.00,33.20,112,61,61
554776,101796.00,33.20,112,61,61
555099,101797.00,33.20,112,61,61
555426,101797.00,33.20,112,61,61
555752,101799.00,33.20,112,61,61
556076,101799.00,33.20,112,61,61
556399,101799.00,33.20,112,61,61
556722,101798.00,33.20,112,61,61
557045,101802.00,33.20,112,61,61
557368,101802.00,33.20,112,61,61
557691,101798.00,33.20,112,61,61
558015,101796.00,33.20,112,61,61
558341,101790.00,33.20,112,61,61
558664,101795.00,33.20,112,61,61
558987,101797.00,33.20,112,61,61
559310,101794.00,33.20,112,61,61
559634,101797.00,33.20,112,61,61
559956,101795.00,33.20,112,61,61
560280,101800.00,33.20,112,61,61
560604,101795.00,33.20,112,61,61
560926,101796.00,33.20,112,61,61
561250,101795.00,33.20,112,61,61
561573,101797.00,33.20,112,61,61
561896,101796.00,33.20,112,61,61
562220,101799.00,33.20,112,61,61
562542,101795.00,33.20,112,61,61
562866,101794.00,33.20,112,61,61
563191,101794.00,33.20,112,61,61
563515,101793.00,33.20,112,61,61
563838,101791.00,33.20,111,61,61
564162,101797.00,33.20,112,61,61
564485,101795.00,33.20,111,61,61
564808,101793.00,33.20,111,61,61
565132,101793.00,33.20,111,61,61
565462,101792.00,33.20,111,61,61
565785,101794.00,33.20,111,61,61
566109,101793.00,33.20,111,61,61
566432,101798.00,33.20,111,61,61
566755,101790.00,33.20,111,61,61
567078,101791.00,33.20,111,61,61
567402,101793.00,33.20,111,61,61
567726,101791.00,33.20,111,61,61
568051,101789.00,33.20,111,61,61
568375,101790.00,33.20,111,61,61
568698,101795.00,33.20,111,61,61
569021,101799.00,33.20,111,61,61
569345,101795.00,33.20,111,61,61
569668,101798.00,33.20,111,61,61
569992,101795.00,33.20,111,61,61
570314,101794.00,33.20,111,61,61
570638,101794.00,33.20,111,61,61
570961,101794.00,33.20,111,61,61
571285,101792.00,33.20,111,61,61
571609,101793.00,33.20,111,61,61
571931,101793.00,33.20,111,61,61
572255,101795.00,33.20,111,61,61
572578,101798.00,33.20,111,61,61
572904,101791.00,33.20,111,61,61
573228,101794.00,33.20,111,61,61
573551,101791.00,33.20,111,61,61
573874,101790.00,33.20,111,61,61
574197,101791.00,33.20,111,61,61
574521,101789.00,33.20,111,61,61
574844,101791.00,33.20,111,61,61
575174,101792.00,33.20,111,61,61
575498,101789.00,33.20,111,61,61
575821,101792.00,33.20,111,61,61
576144,101791.00,33.20,111,61,61
576467,101791.00,33.20,111,61,61
576791,101789.00,33.20,111,61,61
577115,101795.00,33.20,111,61,61
577437,101791.00,33.20,111,61,61
577761,101792.00,33.20,111,61,61
578082,101789.00,33.20,111,61,61
578405,101793.00,33.20,111,61,61
578728,101791.00,33.20,111,61,61
579052,101796.00,33.20,111,61,61
579376,101789.00,33.20,111,61,61
579698,101791.00,33.20,111,61,61
580022,101794.00,33.30,111,61,61
580345,101794.00,33.30,111,61,61
580669,101795.00,33.30,111,61,61
580992,101792.00,33.30,111,61,61
581315,101792.00,33.30,111,61,61
581639,101792.00,33.30,111,61,61
581962,101789.00,33.30,111,61,61
582285,101795.00,33.30,111,61,61
582608,101794.00,33.30,111,61,61
582934,101793.00,33.30,111,61,61
583258,101794.00,33.30,111,61,61
583581,101797.00,33.30,111,61,61
583905,101797.00,33.30,111,61,61
584228,101797.00,33.30,111,61,61
584551,101800.00,33.30,111,61,61
584879,101795.00,33.30,111,61,61
585205,101795.00,33.30,111,61,61
585528,101797.00,33.30,111,61,61
585851,101798.00,33.30,111,61,61
586175,101796.00,33.30,111,61,61
586499,101795.00,33.30,111,61,61
586821,101797.00,33.30,111,61,61
587145,101796.00,33.30,111,61,61
587468,101793.00,33.30,110,61,61
587794,101799.00,33.30,110,61,61
588118,101794.00,33.30,110,61,61
588441,101796.00,33.30,110,61,61
588765,101793.00,33.30,110,61,61
589087,101797.00,33.30,110,61,61
589411,101794.00,33.30,110,61,61
589734,101798.00,33.30,110,61,61
590058,101789.00,33.30,110,61,61
590382,101789.00,33.30,110,61,61
590704,101792.00,33.30,110,61,61
591028,101789.00,33.30,110,61,61
591351,101785.00,33.30,110,61,61
591675,101791.00,33.30,110,61,61
591997,101786.00,33.30,110,61,61
592321,101790.00,33.30,110,61,61
592648,101794.00,33.30,110,61,61
592970,101789.00,33.30,110,61,61
593294,101789.00,33.30,110,61,61
593616,101788.00,33.30,110,61,61
593940,101793.00,33.30,110,61,61
594264,101793.00,33.30,110,61,61
594591,101793.00,33.30,110,61,61
594917,101799.00,33.30,110,61,61
595239,101796.00,33.30,110,61,61
595563,101793.00,33.30,110,61,61
595887,101795.00,33.30,110,61,61
596209,101796.00,33.30,110,61,61
596533,101794.00,33.30,110,61,61
596856,101794.00,33.30,110,61,61
597179,101792.00,33.30,110,61,61
597513,101791.00,33.30,110,61,61
597836,101796.00,33.30,110,61,61
598159,101794.00,33.30,110,61,61
598482,101792.00,33.30,110,61,61
598806,101792.00,33.30,110,61,61
599129,101791.00,33.30,110,61,61
599452,101795.00,33.30,110,61,61
599775,101789.00,33.30,110,61,61
600098,101790.00,33.30,110,61,61
600422,101795.00,33.30,110,61,61
600744,101791.00,33.30,110,61,61
601068,101796.00,33.30,110,61,61
601391,101792.00,33.30,110,61,61
601714,101800.00,33.30,109,61,61
602038,101794.00,33.30,110,61,61
602363,101791.00,33.30,110,61,61
602687,101794.00,33.30,110,61,61
603011,101791.00,33.30,109,61,61
603333,101793.00,33.30,110,61,61
603657,101791.00,33.30,109,61,61
603984,101791.00,33.30,110,61,61
604310,101789.00,33.30,109,61,61
604634,101789.00,33.30,109,61,61
604956,101789.00,33.30,109,61,61
605280,101794.00,33.30,109,61,61
605603,101787.00,33.30,110,61,61
605927,101794.00,33.40,109,61,61
606249,101792.00,33.40,110,61,61
606573,101793.00,33.40,110,61,61
606897,101791.00,33.40,109,61,61
607222,101788.00,33.40,110,61,61
607546,101791.00,33.40,109,61,61
607869,101793.00,33.40,109,61,61
608193,101794.00,33.40,109,61,61
608516,101786.00,33.40,109,61,61
608839,101791.00,33.40,109,61,61
609163,101786.00,33.40,110,61,61
609486,101791.00,33.40,109,61,61
609809,101792.00,33.40,109,61,61
610132,101795.00,33.40,109,61,61
610456,101790.00,33.40,109,61,61
610780,101793.00,33.40,109,61,61
611102,101790.00,33.40,109,61,61
611426,101788.00,33.40,109,61,61
611749,101791.00,33.40,109,61,61
612075,101793.00,33.40,109,61,61
612399,101788.00,33.40,109,61,61
612722,101794.00,33.40,109,61,61
613045,101793.00,33.40,109,61,61
613368,101797.00,33.40,109,61,61
613696,101789.00,33.40,109,61,61
614022,101794.00,33.40,109,61,61
614345,101790.00,33.40,109,61,61
614669,101793.00,33.40,109,61,61
614991,101797.00,33.40,109,61,61
615315,101795.00,33.40,109,61,61
615639,101800.00,33.40,109,61,61
615961,101794.00,33.40,109,61,61
616285,101788.00,33.40,109,61,61
616608,101795.00,33.40,109,61,61
616934,101789.00,33.40,109,61,61
617257,101790.00,33.40,109,61,61
617581,101788.00,33.40,109,61,61
617905,101792.00,33.40,109,61,61
618227,101791.00,33.40,109,61,61
618551,101788.00,33.40,109,61,61
618874,101789.00,33.40,109,61,61
619197,101795.00,33.40,109,61,61
619521,101796.00,33.40,109,61,61
619844,101795.00,33.40,109,61,61
620168,101794.00,33.40,109,61,61
620490,101793.00,33.40,109,61,61
620814,101791.00,33.40,109,61,61
621137,101789.00,33.40,109,61,61
621460,101793.00,33.40,109,61,61
621787,101789.00,33.40,109,61,61
622110,101790.00,33.40,109,61,61
622433,101789.00,33.40,109,61,61
622756,101793.00,33.40,109,61,61
623080,101796.00,33.50,109,61,61
623408,101791.00,33.40,109,61,61
623733,101792.00,33.50,109,61,61
624057,101790.00,33.50,109,61,61
624379,101791.00,33.50,109,61,61
624703,101786.00,33.50,109,61,61
625027,101790.00,33.50,109,61,61
625349,101790.00,33.50,109,61,61
625673,101795.00,33.50,109,61,61
625996,101789.00,33.50,109,61,61
626320,101790.00,33.50,109,61,61
626646,101790.00,33.50,109,61,61
626969,101792.00,33.50,109,61,61
627293,101792.00,33.50,109,61,61
627615,101798.00,33.50,109,61,61
627939,101790.00,33.50,109,61,61
628262,101787.00,33.50,109,61,61
628586,101789.00,33.50,109,61,61
628909,101788.00,33.50,109,61,61
629232,101787.00,33.50,109,61,61
629556,101790.00,33.50,109,61,61
629879,101785.00,33.50,109,61,61
630202,101790.00,33.50,109,61,61
630525,101790.00,33.50,109,61,61
630849,101786.00,33.50,109,61,61
631172,101786.00,33.50,109,61,61
631498,101793.00,33.50,110,61,61
631821,101791.00,33.50,110,61,61
632144,101794.00,33.50,110,61,61
632468,101793.00,33.50,110,61,61
632791,101786.00,33.50,110,61,61
633118,101789.00,33.50,110,61,61
633444,101789.00,33.50,110,61,61
633767,101790.00,33.50,110,61,61
634090,101790.00,33.50,110,61,61
634414,101792.00,33.50,110,61,61
634737,101790.00,33.50,110,61,61
635060,101793.00,33.50,110,61,61
635383,101791.00,33.50,110,61,61
635707,101793.00,33.50,110,61,61
636029,101789.00,33.50,110,61,61
636356,101792.00,33.50,110,61,61
636679,101795.00,33.50,110,61,61
637002,101790.00,33.50,110,61,61
637325,101789.00,33.50,110,61,61
637648,101788.00,33.50,110,61,61
637972,101789.00,33.50,110,61,61
638295,101791.00,33.50,110,61,61
638618,101791.00,33.50,110,61,61
638941,101789.00,33.50,110,61,61
639264,101791.00,33.50,110,61,61
639588,101793.00,33.50,110,61,61
639910,101787.00,33.50,110,61,61
640234,101786.00,33.50,110,61,61
640558,101792.00,33.50,110,61,61
640880,101793.00,33.50,110,61,61
641207,101787.00,33.50,110,61,61
641529,101789.00,33.60,110,61,61
641853,101793.00,33.60,110,61,61
642177,101790.00,33.60,110,61,61
642499,101789.00,33.60,110,61,61
642823,101787.00,33.60,110,61,61
643152,101790.00,33.60,110,61,61
643476,101792.00,33.60,110,61,61
643800,101789.00,33.60,110,61,61
644123,101790.00,33.60,110,61,61
644447,101790.00,33.60,110,61,61
644769,101792.00,33.60,110,61,61
645093,101792.00,33.60,110,61,61
645416,101788.00,33.60,110,61,61
645740,101790.00,33.60,110,61,61
646066,101788.00,33.60,109,61,61
646389,101789.00,33.60,110,61,61
646713,101790.00,33.60,110,61,61
647035,101790.00,33.60,110,61,61
647359,101787.00,33.60,110,61,61
647683,101790.00,33.60,109,61,61
648005,101786.00,33.60,110,61,61
648329,101788.00,33.60,110,61,61
648652,101786.00,33.60,109,61,61
648976,101788.00,33.60,110,61,61
649298,101788.00,33.60,110,61,61
649622,101790.00,33.60,110,61,61
649946,101790.00,33.60,109,61,61
650269,101785.00,33.60,109,61,61
650592,101790.00,33.60,110,61,61
650918,101788.00,33.60,109,61,61
651242,101787.00,33.60,109,61,61
651565,101790.00,33.60,109,61,61
651888,101783.00,33.60,109,61,61
652212,101786.00,33.60,109,61,61
652534,101784.00,33.60,109,61,61
652864,101788.00,33.60,109,61,61
653189,101788.00,33.60,109,61,61
653511,101787.00,33.60,109,61,61
653835,101787.00,33.60,109,61,61
654158,101789.00,33.60,109,61,61
654481,101789.00,33.60,109,61,61
654804,101793.00,33.60,109,61,61
655128,101787.00,33.60,109,61,61
655452,101790.00,33.60,109,61,61
655777,101792.00,33.60,109,61,61
656101,101791.00,33.60,109,61,61
656423,101793.00,33.60,109,61,61
656747,101794.00,33.60,109,61,61
657071,101793.00,33.60,109,61,61
657394,101790.00,33.60,109,61,61
657717,101793.00,33.60,109,61,61
658040,101792.00,33.60,109,61,61
658364,101790.00,33.60,109,61,61
658686,101792.00,33.60,109,61,61
659010,101792.00,33.60,109,61,61
659334,101792.00,33.60,109,61,61
659657,101786.00,33.60,109,61,61
659980,101794.00,33.60,109,61,61
660303,101795.00,33.60,109,61,61
660627,101794.00,33.60,109,61,61
660948,101790.00,33.60,109,61,61
661271,101789.00,33.60,109,61,61
661595,101787.00,33.60,109,61,61
661918,101789.00,33.60,109,61,61
662241,101790.00,33.60,109,61,61
662568,101790.00,33.60,109,61,61
662894,101787.00,33.60,109,61,61
663218,101789.00,33.60,109,61,61
663541,101789.00,33.60,109,61,61
663865,101790.00,33.60,109,61,61
664187,101788.00,33.60,109,61,61
664511,101794.00,33.60,109,61,61
664835,101792.00,33.60,109,61,61
665158,101792.00,33.60,109,61,61
665481,101791.00,33.60,109,61,61
665807,101792.00,33.60,109,61,61
666131,101791.00,33.60,109,61,61
666454,101790.00,33.60,109,61,61
666777,101790.00,33.60,109,61,61
667101,101791.00,33.60,109,61,61
667424,101794.00,33.60,109,61,61
667747,101790.00,33.60,109,61,61
668070,101791.00,33.60,109,61,61
668394,101791.00,33.60,109,61,61
668718,101791.00,33.60,109,61,61
669040,101792.00,33.60,109,61,61
669364,101791.00,33.60,109,61,61
669687,101788.00,33.60,109,61,61
670011,101798.00,33.60,109,61,61
670333,101797.00,33.60,109,61,61
670660,101796.00,33.60,109,61,61
670983,101799.00,33.60,109,61,61
671306,101796.00,33.70,109,61,61
671629,101794.00,33.60,109,61,61
671952,101800.00,33.70,109,61,61
672280,101798.00,33.70,109,61,61
672606,101796.00,33.60,109,61,61
672928,101795.00,33.70,108,61,61
673252,101791.00,33.60,108,61,61
673575,101797.00,33.70,108,61,61
673898,101797.00,33.70,108,61,61
674222,101794.00,33.70,108,61,61
674545,101794.00,33.60,108,61,61
674868,101789.00,33.60,108,61,61
675191,101789.00,33.60,108,61,61
675517,101786.00,33.60,108,61,61
675841,101787.00,33.60,108,61,61
676163,101783.00,33.60,108,61,61
676487,101788.00,33.60,108,61,61
676810,101788.00,33.60,108,61,61
677133,101793.00,33.60,108,61,61
677456,101784.00,33.60,108,61,61
677779,101785.00,33.60,108,61,61
678103,101784.00,33.60,108,61,61
678426,101790.00,33.60,108,61,61
678749,101789.00,33.60,108,61,61
679072,101790.00,33.60,108,61,61
679396,101791.00,33.60,108,61,61
679718,101793.00,33.60,108,61,61
680042,101788.00,33.60,108,61,61
680368,101789.00,33.60,108,61,61
680691,101788.00,33.60,108,61,61
681015,101786.00,33.60,108,61,61
681337,101786.00,33.60,108,61,61
681661,101787.00,33.60,108,61,61
681985,101790.00,33.70,108,61,61
682314,101792.00,33.70,107,61,61
682638,101795.00,33.70,107,61,61
682961,101801.00,33.70,107,61,61
683284,101796.00,33.70,107,61,61
683608,101794.00,33.70,107,61,61
683931,101796.00,33.70,107,61,61
684255,101804.00,33.70,107,61,61
684577,101798.00,33.70,107,61,61
684901,101799.00,33.70,107,61,61
685228,101801.00,33.70,107,61,61
685550,101800.00,33.70,107,61,61
685874,101802.00,33.70,107,61,61
686197,101796.00,33.70,107,61,61
686521,101800.00,33.70,107,61,60
686843,101801.00,33.70,107,61,61
687167,101798.00,33.70,107,60,61
687491,101799.00,33.70,107,61,61
687814,101799.00,33.70,107,61,61
688137,101800.00,33.70,107,61,61
688460,101802.00,33.70,107,61,61
688784,101802.00,33.70,107,61,61
689107,101801.00,33.70,107,61,61
689430,101802.00,33.70,107,61,61
689754,101801.00,33.70,107,61,61
690079,101801.00,33.70,107,61,61
690403,101802.00,33.70,107,61,61
690726,101798.00,33.70,107,61,61
691050,101802.00,33.70,107,61,61
691373,101803.00,33.70,107,61,61
691696,101804.00,33.70,107,61,61
692026,101800.00,33.70,107,61,61
692349,101795.00,33.70,107,61,61
692673,101797.00,33.70,107,61,61
692997,101802.00,33.70,107,61,61
693319,101804.00,33.70,107,61,61
693643,101801.00,33.70,107,61,61
693966,101801.00,33.70,107,61,61
694290,101803.00,33.70,107,60,60
694612,101800.00,33.70,107,60,61
694939,101799.00,33.70,107,61,61
695263,101802.00,33.70,107,60,60
695585,101801.00,33.70,107,61,61
695909,101801.00,33.70,107,61,61
696232,101801.00,33.70,107,61,61
696555,101801.00,33.70,107,61,61
696879,101803.00,33.70,107,60,61
697202,101803.00,33.70,107,61,61
697526,101800.00,33.70,107,60,61
697848,101799.00,33.70,107,61,60
698172,101799.00,33.70,107,61,61
698496,101797.00,33.70,107,61,61
698819,101799.00,33.70,107,60,61
699143,101798.00,33.70,107,61,60
699466,101799.00,33.70,107,60,61
699792,101801.00,33.70,107,60,61
700115,101798.00,33.70,107,61,61
700439,101795.00,33.70,107,61,60
700763,101796.00,33.70,107,60,61
701085,101800.00,33.70,107,60,61
701409,101800.00,33.70,107,61,60
701739,101801.00,33.70,107,61,60
702062,101799.00,33.70,107,60,61
702386,101803.00,33.70,107,61,61
702709,101801.00,33.70,107,61,61
703033,101801.00,33.70,107,61,61
703355,101797.00,33.70,107,60,61
703679,101800.00,33.70,107,61,61
704003,101796.00,33.70,107,60,61
704326,101799.00,33.70,107,60,61
704653,101800.00,33.70,107,60,61
704976,101801.00,33.70,107,61,61
705300,101802.00,33.70,107,60,61
705623,101798.00,33.70,107,61,61
705946,101800.00,33.70,107,61,61
706270,101799.00,33.70,107,61,61
706593,101796.00,33.70,107,60,61
706917,101797.00,33.70,107,60,60
707240,101795.00,33.70,107,61,60
707564,101802.00,33.70,107,60,60
707888,101801.00,33.70,107,60,61
708211,101799.00,33.70,107,60,61
708534,101798.00,33.70,107,60,61
708857,101801.00,33.70,107,60,61
709181,101798.00,33.70,107,61,60
709508,101800.00,33.70,107,61,60
709831,101801.00,33.70,107,61,60
710154,101796.00,33.70,107,61,61
710477,101800.00,33.70,107,60,61
710801,101801.00,33.70,107,60,61
711124,101798.00,33.70,107,60,61
711454,101796.00,33.70,107,61,61
711778,101799.00,33.70,107,60,60
712100,101801.00,33.70,107,60,60
712424,101799.00,33.70,107,60,61
712748,101797.00,33.70,107,60,61
713071,101797.00,33.70,107,60,60
713394,101795.00,33.70,107,60,60
713717,101797.00,33.70,107,61,60
714041,101796.00,33.70,107,60,60
714368,101796.00,33.70,107,61,61
714690,101797.00,33.70,107,60,60
715014,101796.00,33.70,107,60,60
715337,101794.00,33.70,107,60,60
715661,101795.00,33.70,107,61,60
715983,101796.00,33.70,107,60,61
716307,101795.00,33.70,107,60,60
716631,101795.00,33.70,107,60,60
716954,101794.00,33.70,107,60,61
717277,101793.00,33.70,107,61,60
717600,101794.00,33.70,107,60,61
717924,101792.00,33.70,107,61,61
718247,101793.00,33.70,107,60,61
718570,101797.00,33.70,107,60,60
718894,101793.00,33.70,107,60,60
719220,101793.00,33.70,107,60,61
719544,101794.00,33.70,107,60,61
719867,101798.00,33.70,107,61,60
720190,101796.00,33.70,107,60,61
720514,101794.00,33.70,107,60,60
720837,101794.00,33.70,107,60,60
721165,101793.00,33.70,107,60,61
721491,101796.00,33.70,107,60,60
721815,101793.00,33.70,107,60,60
722138,101794.00,33.70,107,60,60
722461,101799.00,33.70,107,60,60
722785,101797.00,33.70,107,60,61
723108,101799.00,33.70,107,60,61
723432,101798.00,33.70,107,60,60
723756,101794.00,33.70,107,60,61
724082,101802.00,33.70,107,60,60
724406,101794.00,33.70,107,60,60
724728,101797.00,33.70,107,60,61
725052,101798.00,33.70,107,60,60
725376,101795.00,33.70,107,60,60
725699,101796.00,33.70,107,60,60
726023,101798.00,33.70,107,60,60
726346,101796.00,33.70,107,60,60
726670,101801.00,33.70,107,60,60
726993,101798.00,33.70,107,60,61
727317,101801.00,33.70,107,60,60
727641,101797.00,33.70,107,60,60
727964,101793.00,33.70,107,60,61
728288,101800.00,33.70,107,60,60
728610,101798.00,33.70,107,60,60
728937,101800.00,33.70,107,61,60
729261,101803.00,33.70,107,60,60
729584,101798.00,33.70,107,60,60
729907,101798.00,33.70,107,60,60
730230,101801.00,33.70,107,60,60
730554,101801.00,33.70,107,60,60
730882,101795.00,33.70,107,60,60
731207,101800.00,33.70,107,60,60
731531,101798.00,33.70,107,60,60
731853,101798.00,33.70,107,60,60
732177,101798.00,33.70,107,60,60
732500,101801.00,33.70,107,60,60
732824,101797.00,33.70,107,60,60
733147,101801.00,33.70,107,61,60
733515,101808.00,33.70,107,60,61
733841,101799.00,33.70,107,60,61
734164,101803.00,33.70,107,60,60
734488,101803.00,33.70,107,60,60
734812,101798.00,33.70,107,60,60
735134,101800.00,33.70,107,60,61
735458,101799.00,33.70,107,60,61
735781,101803.00,33.70,107,60,60
736105,101800.00,33.70,107,60,60
736428,101801.00,33.70,107,60,61
736751,101806.00,33.70,107,60,60
737075,101799.00,33.70,107,60,60
737397,101802.00,33.70,107,60,60
737721,101806.00,33.70,107,60,60
738044,101805.00,33.70,107,60,60
738368,101809.00,33.70,106,60,60
738694,101799.00,33.70,107,60,60
739017,101800.00,33.70,106,60,60
739340,101803.00,33.70,107,60,60
739663,101802.00,33.70,107,60,60
739987,101802.00,33.70,107,60,60
740311,101803.00,33.70,106,60,60
740638,101803.00,33.70,106,60,60
740964,101804.00,33.70,107,60,60
741286,101801.00,33.70,106,60,61
741610,101797.00,33.70,107,60,60
741934,101800.00,33.70,106,60,60
742257,101807.00,33.70,106,60,60
742580,101801.00,33.70,106,60,61
742903,101801.00,33.70,107,60,60
743227,101804.00,33.70,106,60,60
743549,101796.00,33.70,106,60,60
743871,101798.00,33.70,106,61,60
744195,101801.00,33.70,106,60,60
744518,101799.00,33.70,106,60,60
744841,101797.00,33.70,106,60,60
745164,101804.00,33.70,106,60,60
745488,101799.00,33.70,106,60,60
745811,101801.00,33.70,106,60,60
746134,101802.00,33.70,106,60,60
746458,101802.00,33.70,106,60,60
746781,101804.00,33.70,106,60,60
747104,101800.00,33.70,106,60,60
747427,101802.00,33.70,106,60,60
747751,101801.00,33.70,106,60,60
748075,101805.00,33.70,106,60,60
748397,101806.00,33.70,106,60,60
748724,101950.00,33.70,106,60,60
749046,102131.00,33.70,106,60,60
749370,102959.00,33.70,106,61,60
749693,103153.00,33.70,107,60,60
750016,103301.00,33.70,107,60,61
750340,103429.00,33.70,107,61,61
750669,103525.00,33.70,107,60,61
750993,103249.00,33.70,107,61,61
751315,102067.00,33.70,107,61,61
